date,mod10a1_ndsi,cell_id,latitude,longitude
2020-01-01,391.4106463878326,2abec300-612c-4c78-9442-6fb2e9a5fd1e,38.053266,-119.909221
2020-01-02,1148.034220532319,2abec300-612c-4c78-9442-6fb2e9a5fd1e,38.053266,-119.909221
2020-01-03,2137.0583016476553,2abec300-612c-4c78-9442-6fb2e9a5fd1e,38.053266,-119.909221
2020-01-04,-177.84790874524714,2abec300-612c-4c78-9442-6fb2e9a5fd1e,38.053266,-119.909221
2020-01-05,-566.337135614702,2abec300-612c-4c78-9442-6fb2e9a5fd1e,38.053266,-119.909221
2020-01-06,-2448.054499366286,2abec300-612c-4c78-9442-6fb2e9a5fd1e,38.053266,-119.909221
2020-01-07,1170.2332065906207,2abec300-612c-4c78-9442-6fb2e9a5fd1e,38.053266,-119.909221
2020-01-08,-1018.5690747782,2abec300-612c-4c78-9442-6fb2e9a5fd1e,38.053266,-119.909221
2020-01-09,1363.0,2abec300-612c-4c78-9442-6fb2e9a5fd1e,38.053266,-119.909221
2020-01-10,-3213.1685678073504,2abec300-612c-4c78-9442-6fb2e9a5fd1e,38.053266,-119.909221
2020-01-11,56.66159695817489,2abec300-612c-4c78-9442-6fb2e9a5fd1e,38.053266,-119.909221
2020-01-12,827.9683143219263,2abec300-612c-4c78-9442-6fb2e9a5fd1e,38.053266,-119.909221
2020-01-13,-2874.2103929024074,2abec300-612c-4c78-9442-6fb2e9a5fd1e,38.053266,-119.909221
2020-01-14,1988.0,2abec300-612c-4c78-9442-6fb2e9a5fd1e,38.053266,-119.909221
2020-01-15,2156.866920152091,2abec300-612c-4c78-9442-6fb2e9a5fd1e,38.053266,-119.909221
2020-01-16,-28.650190114068444,2abec300-612c-4c78-9442-6fb2e9a5fd1e,38.053266,-119.909221
2020-01-17,6538.96197718631,2abec300-612c-4c78-9442-6fb2e9a5fd1e,38.053266,-119.909221
2020-01-18,5674.07351077313,2abec300-612c-4c78-9442-6fb2e9a5fd1e,38.053266,-119.909221
2020-01-19,4096.994930291507,2abec300-612c-4c78-9442-6fb2e9a5fd1e,38.053266,-119.909221
2020-01-20,1228.0,2abec300-612c-4c78-9442-6fb2e9a5fd1e,38.053266,-119.909221
2020-01-21,1167.4372623574143,2abec300-612c-4c78-9442-6fb2e9a5fd1e,38.053266,-119.909221
2020-01-22,-709.4233206590619,2abec300-612c-4c78-9442-6fb2e9a5fd1e,38.053266,-119.909221
2020-01-23,1772.0,2abec300-612c-4c78-9442-6fb2e9a5fd1e,38.053266,-119.909221
2020-01-24,-3116.4955640050694,2abec300-612c-4c78-9442-6fb2e9a5fd1e,38.053266,-119.909221
2020-01-25,-531.0,2abec300-612c-4c78-9442-6fb2e9a5fd1e,38.053266,-119.909221
2020-01-26,1192.5057034220529,2abec300-612c-4c78-9442-6fb2e9a5fd1e,38.053266,-119.909221
2020-01-27,-2088.0,2abec300-612c-4c78-9442-6fb2e9a5fd1e,38.053266,-119.909221
2020-01-28,2883.6223067173632,2abec300-612c-4c78-9442-6fb2e9a5fd1e,38.053266,-119.909221
2020-01-29,365.8656527249683,2abec300-612c-4c78-9442-6fb2e9a5fd1e,38.053266,-119.909221
2020-01-30,-1423.0,2abec300-612c-4c78-9442-6fb2e9a5fd1e,38.053266,-119.909221
2020-01-31,-640.3143219264891,2abec300-612c-4c78-9442-6fb2e9a5fd1e,38.053266,-119.909221
2020-02-01,-429.0,2abec300-612c-4c78-9442-6fb2e9a5fd1e,38.053266,-119.909221
2020-02-02,1552.7097591888462,2abec300-612c-4c78-9442-6fb2e9a5fd1e,38.053266,-119.909221
2020-02-03,-2170.0,2abec300-612c-4c78-9442-6fb2e9a5fd1e,38.053266,-119.909221
2020-02-04,-3704.7122940430922,2abec300-612c-4c78-9442-6fb2e9a5fd1e,38.053266,-119.909221
2020-02-05,-2576.2458808618503,2abec300-612c-4c78-9442-6fb2e9a5fd1e,38.053266,-119.909221
2020-02-06,-3064.0,2abec300-612c-4c78-9442-6fb2e9a5fd1e,38.053266,-119.909221
2020-02-07,-3672.088719898605,2abec300-612c-4c78-9442-6fb2e9a5fd1e,38.053266,-119.909221
2020-02-08,-179.0,2abec300-612c-4c78-9442-6fb2e9a5fd1e,38.053266,-119.909221
2020-02-09,-3621.171102661596,2abec300-612c-4c78-9442-6fb2e9a5fd1e,38.053266,-119.909221
2020-02-10,-779.2141951837768,2abec300-612c-4c78-9442-6fb2e9a5fd1e,38.053266,-119.909221
2020-02-11,-3769.873257287705,2abec300-612c-4c78-9442-6fb2e9a5fd1e,38.053266,-119.909221
2020-02-12,-3061.0,2abec300-612c-4c78-9442-6fb2e9a5fd1e,38.053266,-119.909221
2020-02-13,-3514.0,2abec300-612c-4c78-9442-6fb2e9a5fd1e,38.053266,-119.909221
2020-02-14,1114.2433460076043,2abec300-612c-4c78-9442-6fb2e9a5fd1e,38.053266,-119.909221
2020-02-15,-2271.8567807351073,2abec300-612c-4c78-9442-6fb2e9a5fd1e,38.053266,-119.909221
2020-02-16,-3789.4157160963236,2abec300-612c-4c78-9442-6fb2e9a5fd1e,38.053266,-119.909221
2020-02-17,-545.0126742712292,2abec300-612c-4c78-9442-6fb2e9a5fd1e,38.053266,-119.909221
2020-02-18,-1604.2534854245878,2abec300-612c-4c78-9442-6fb2e9a5fd1e,38.053266,-119.909221
2020-02-19,-2502.6844106463873,2abec300-612c-4c78-9442-6fb2e9a5fd1e,38.053266,-119.909221
2020-02-20,-3521.9797211660325,2abec300-612c-4c78-9442-6fb2e9a5fd1e,38.053266,-119.909221
2020-02-21,-2418.1837769328254,2abec300-612c-4c78-9442-6fb2e9a5fd1e,38.053266,-119.909221
2020-02-22,-68.8403041825095,2abec300-612c-4c78-9442-6fb2e9a5fd1e,38.053266,-119.909221
2020-02-23,-3870.1292775665397,2abec300-612c-4c78-9442-6fb2e9a5fd1e,38.053266,-119.909221
2020-02-24,-911.6476552598225,2abec300-612c-4c78-9442-6fb2e9a5fd1e,38.053266,-119.909221
2020-02-25,-3910.3840304182495,2abec300-612c-4c78-9442-6fb2e9a5fd1e,38.053266,-119.909221
2020-02-26,-2489.0,2abec300-612c-4c78-9442-6fb2e9a5fd1e,38.053266,-119.909221
2020-02-27,-3756.9416983523442,2abec300-612c-4c78-9442-6fb2e9a5fd1e,38.053266,-119.909221
2020-02-28,987.120405576679,2abec300-612c-4c78-9442-6fb2e9a5fd1e,38.053266,-119.909221
2020-02-29,-3673.0,2abec300-612c-4c78-9442-6fb2e9a5fd1e,38.053266,-119.909221
2020-03-01,2332.3675538656526,2abec300-612c-4c78-9442-6fb2e9a5fd1e,38.053266,-119.909221
2020-03-02,-801.0,2abec300-612c-4c78-9442-6fb2e9a5fd1e,38.053266,-119.909221
2020-03-03,-3911.0811153358673,2abec300-612c-4c78-9442-6fb2e9a5fd1e,38.053266,-119.909221
2020-03-04,-819.0,2abec300-612c-4c78-9442-6fb2e9a5fd1e,38.053266,-119.909221
2020-03-05,-2887.4043092522174,2abec300-612c-4c78-9442-6fb2e9a5fd1e,38.053266,-119.909221
2020-03-06,-1788.7528517110263,2abec300-612c-4c78-9442-6fb2e9a5fd1e,38.053266,-119.909221
2020-03-07,3619.0,2abec300-612c-4c78-9442-6fb2e9a5fd1e,38.053266,-119.909221
2020-03-08,-509.0,2abec300-612c-4c78-9442-6fb2e9a5fd1e,38.053266,-119.909221
2020-03-09,-2431.0,2abec300-612c-4c78-9442-6fb2e9a5fd1e,38.053266,-119.909221
2020-03-10,-4124.294043092521,2abec300-612c-4c78-9442-6fb2e9a5fd1e,38.053266,-119.909221
2020-03-11,-168.0,2abec300-612c-4c78-9442-6fb2e9a5fd1e,38.053266,-119.909221
2020-03-12,-4329.543726235741,2abec300-612c-4c78-9442-6fb2e9a5fd1e,38.053266,-119.909221
2020-03-13,-1029.0,2abec300-612c-4c78-9442-6fb2e9a5fd1e,38.053266,-119.909221
