date,s1_grd_vv,cell_id,latitude,longitude
2015-03-26 01:09:31,-2.716337619262136,7eb64718-496d-4d21-a14f-ef7a6e704b02,37.776873499999994,-107.862813
2016-03-08 01:09:31,0.3257998184284669,7eb64718-496d-4d21-a14f-ef7a6e704b02,37.776873499999994,-107.862813
2016-08-23 01:09:42,-1.3009223287080642,7eb64718-496d-4d21-a14f-ef7a6e704b02,37.776873499999994,-107.862813
2017-02-07 01:09:55,-7.60833510962335,7eb64718-496d-4d21-a14f-ef7a6e704b02,37.776873499999994,-107.862813
2017-02-19 13:09:51,-17.22142704184134,7eb64718-496d-4d21-a14f-ef7a6e704b02,37.776873499999994,-107.862813
2017-02-24 13:18:17,-16.14001125673077,7eb64718-496d-4d21-a14f-ef7a6e704b02,37.776873499999994,-107.862813
2017-03-03 13:09:51,-18.311719465965393,7eb64718-496d-4d21-a14f-ef7a6e704b02,37.776873499999994,-107.862813
2017-03-08 13:18:17,-19.87299679421052,7eb64718-496d-4d21-a14f-ef7a6e704b02,37.776873499999994,-107.862813
2017-03-15 13:09:51,-17.670013632355143,7eb64718-496d-4d21-a14f-ef7a6e704b02,37.776873499999994,-107.862813
2017-03-20 13:18:17,-16.44211496971772,7eb64718-496d-4d21-a14f-ef7a6e704b02,37.776873499999994,-107.862813
2017-03-27 13:09:52,-14.497209575207853,7eb64718-496d-4d21-a14f-ef7a6e704b02,37.776873499999994,-107.862813
2017-04-01 13:18:17,-13.605235996078939,7eb64718-496d-4d21-a14f-ef7a6e704b02,37.776873499999994,-107.862813
2017-04-08 13:09:52,-11.227287717212596,7eb64718-496d-4d21-a14f-ef7a6e704b02,37.776873499999994,-107.862813
2017-04-13 13:18:18,-11.568692569878438,7eb64718-496d-4d21-a14f-ef7a6e704b02,37.776873499999994,-107.862813
2017-04-20 13:09:53,-16.227054723404375,7eb64718-496d-4d21-a14f-ef7a6e704b02,37.776873499999994,-107.862813
2017-04-25 13:18:18,-16.546028858085812,7eb64718-496d-4d21-a14f-ef7a6e704b02,37.776873499999994,-107.862813
2017-05-02 13:09:53,-16.685928448588417,7eb64718-496d-4d21-a14f-ef7a6e704b02,37.776873499999994,-107.862813
2017-05-07 13:18:19,-16.25747236884348,7eb64718-496d-4d21-a14f-ef7a6e704b02,37.776873499999994,-107.862813
2017-05-14 13:09:54,-19.64434321756564,7eb64718-496d-4d21-a14f-ef7a6e704b02,37.776873499999994,-107.862813
2017-05-19 13:18:20,-14.654756004216695,7eb64718-496d-4d21-a14f-ef7a6e704b02,37.776873499999994,-107.862813
2017-05-26 13:09:54,-16.458973813401258,7eb64718-496d-4d21-a14f-ef7a6e704b02,37.776873499999994,-107.862813
2017-05-31 13:18:20,-16.961991237129563,7eb64718-496d-4d21-a14f-ef7a6e704b02,37.776873499999994,-107.862813
2017-06-07 13:09:55,-18.925545656063388,7eb64718-496d-4d21-a14f-ef7a6e704b02,37.776873499999994,-107.862813
2017-06-12 13:18:21,-16.02921644583461,7eb64718-496d-4d21-a14f-ef7a6e704b02,37.776873499999994,-107.862813
2017-06-19 13:09:56,-18.07491341789379,7eb64718-496d-4d21-a14f-ef7a6e704b02,37.776873499999994,-107.862813
2017-06-24 13:18:22,-14.339933150680926,7eb64718-496d-4d21-a14f-ef7a6e704b02,37.776873499999994,-107.862813
2017-07-01 13:09:57,-13.633191318375044,7eb64718-496d-4d21-a14f-ef7a6e704b02,37.776873499999994,-107.862813
2017-07-06 13:18:22,-11.5369554642275,7eb64718-496d-4d21-a14f-ef7a6e704b02,37.776873499999994,-107.862813
2017-07-13 13:09:57,-13.347320950736417,7eb64718-496d-4d21-a14f-ef7a6e704b02,37.776873499999994,-107.862813
2017-07-18 13:18:23,-12.17066961384343,7eb64718-496d-4d21-a14f-ef7a6e704b02,37.776873499999994,-107.862813
2017-07-25 13:09:58,-12.880966511628593,7eb64718-496d-4d21-a14f-ef7a6e704b02,37.776873499999994,-107.862813
